,ground truth outcome
pilot_it2_drop_simple_tdw_1_dis_1_occ_0008,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0009,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0010,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0011,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0012,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0013,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0014,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0015,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0016,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0017,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0018,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0019,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0020,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0021,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0022,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0023,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0024,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0025,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0026,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0027,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0028,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0029,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0030,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0031,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0032,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0033,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0034,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0035,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0036,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0037,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0038,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0039,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0040,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0041,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0042,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0043,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0044,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0045,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0046,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0047,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0048,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0049,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0000,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0001,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0002,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0003,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0004,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0005,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0006,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0007,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0008,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0009,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0010,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0011,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0012,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0013,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0014,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0015,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0016,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0017,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0018,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0019,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0020,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0021,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0022,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0023,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0024,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0025,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0026,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0027,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0028,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0029,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0030,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0031,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0032,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0033,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0034,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0035,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0036,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0037,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0038,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0039,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0040,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0041,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0042,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0043,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0044,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0045,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0046,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0047,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0048,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0049,False
pilot_it2_drop_sizes_box_0000,True
pilot_it2_drop_sizes_box_0001,False
pilot_it2_drop_sizes_box_0002,False
pilot_it2_drop_sizes_box_0003,True
pilot_it2_drop_sizes_box_0004,True
pilot_it2_drop_sizes_box_0005,True
pilot_it2_drop_sizes_box_0006,True
pilot_it2_drop_sizes_box_0007,False
pilot_it2_drop_sizes_box_0008,True
pilot_it2_drop_sizes_box_0009,True
pilot_it2_drop_sizes_box_0010,True
pilot_it2_drop_sizes_box_0011,True
pilot_it2_drop_sizes_box_0012,False
pilot_it2_drop_sizes_box_0013,True
pilot_it2_drop_sizes_box_0014,True
pilot_it2_drop_sizes_box_0015,True
pilot_it2_drop_sizes_box_0016,True
pilot_it2_drop_sizes_box_0017,False
pilot_it2_drop_sizes_box_0018,False
pilot_it2_drop_sizes_box_0019,False
pilot_it2_drop_sizes_box_0020,True
pilot_it2_drop_sizes_box_0021,False
pilot_it2_drop_sizes_box_0022,True
pilot_it2_drop_sizes_box_0023,True
pilot_it2_drop_sizes_box_0024,False
pilot_it2_drop_sizes_box_0025,True
pilot_it2_drop_sizes_box_0026,False
pilot_it2_drop_sizes_box_0027,True
pilot_it2_drop_sizes_box_0028,True
pilot_it2_drop_sizes_box_0029,True
pilot_it2_drop_sizes_box_0030,True
pilot_it2_drop_sizes_box_0031,True
pilot_it2_drop_sizes_box_0032,False
pilot_it2_drop_sizes_box_0033,True
pilot_it2_drop_sizes_box_0034,True
pilot_it2_drop_sizes_box_0035,True
pilot_it2_drop_sizes_box_0036,False
pilot_it2_drop_sizes_box_0037,True
pilot_it2_drop_sizes_box_0038,False
pilot_it2_drop_sizes_box_0039,True
pilot_it2_drop_sizes_box_0040,False
pilot_it2_drop_sizes_box_0041,True
pilot_it2_drop_sizes_box_0042,True
pilot_it2_drop_sizes_box_0043,True
pilot_it2_drop_sizes_box_0044,True
pilot_it2_drop_sizes_box_0045,True
pilot_it2_drop_sizes_box_0046,True
pilot_it2_drop_sizes_box_0047,False
pilot_it2_drop_sizes_box_0048,True
pilot_it2_drop_sizes_box_0049,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0000,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0001,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0002,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0003,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0004,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0005,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0006,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0007,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0008,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0009,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0010,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0011,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0012,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0013,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0014,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0015,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0016,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0017,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0018,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0019,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0020,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0021,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0022,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0023,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0024,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0025,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0026,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0027,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0028,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0029,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0030,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0031,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0032,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0033,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0034,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0035,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0036,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0037,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0038,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0039,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0040,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0041,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0042,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0043,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0044,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0045,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0046,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0047,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0048,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0049,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0000,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0001,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0002,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0003,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0004,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0005,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0006,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0007,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0008,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0009,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0010,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0011,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0012,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0013,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0014,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0015,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0016,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0017,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0018,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0019,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0020,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0021,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0022,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0023,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0024,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0025,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0026,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0027,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0028,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0029,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0030,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0031,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0032,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0033,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0034,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0035,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0036,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0037,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0038,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0039,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0040,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0041,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0042,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0043,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0044,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0045,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0046,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0047,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0048,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0049,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0000,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0001,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0002,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0003,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0004,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0005,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0006,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0007,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0008,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0009,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0010,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0011,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0012,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0013,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0014,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0015,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0016,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0017,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0018,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0019,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0020,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0021,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0022,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0023,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0024,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0025,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0026,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0027,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0028,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0029,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0030,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0031,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0032,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0033,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0034,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0035,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0036,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0037,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0038,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0039,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0040,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0041,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0042,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0043,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0044,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0045,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0046,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0047,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0048,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0049,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0000,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0001,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0002,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0003,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0004,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0005,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0006,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0007,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0008,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0009,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0010,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0011,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0012,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0013,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0014,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0015,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0016,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0017,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0018,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0019,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0020,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0021,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0022,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0023,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0024,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0025,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0026,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0027,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0028,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0029,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0030,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0031,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0032,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0033,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0034,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0035,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0036,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0037,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0038,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0039,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0040,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0041,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0042,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0043,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0044,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0045,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0046,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0047,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0048,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0049,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0000,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0001,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0002,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0003,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0004,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0005,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0006,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0007,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0008,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0009,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0010,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0011,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0012,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0013,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0014,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0015,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0016,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0017,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0018,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0019,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0020,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0021,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0022,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0023,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0024,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0025,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0026,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0027,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0028,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0029,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0030,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0031,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0032,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0033,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0034,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0035,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0036,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0037,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0038,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0039,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0040,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0041,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0042,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0043,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0044,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0045,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0046,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0047,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0048,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0049,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0050,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0051,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0052,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0053,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0054,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0055,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0056,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0057,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0058,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0059,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0060,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0061,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0062,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0063,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0064,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0065,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0066,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0067,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0068,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0069,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0070,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0071,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0072,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0073,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0074,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0075,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0076,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0077,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0078,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0079,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0080,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0081,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0082,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0083,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0084,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0085,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0086,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0087,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0088,False
